Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year
2244,Freekstyle,Racing,E,PS2,EA Sports BIG,Page 44 Studios,,,1.06,0.52,0.41,,0.14,2002.0
2245,DiRT 3,Racing,T,PS3,Codemasters,Codemasters,9.0,,1.06,0.27,0.58,0.01,0.2,2011.0
2246,Simple 1500 Series Vol. 1: The Mahjong,Misc,,PS,D3 Publisher,Chat Noir,,,1.06,,,0.99,0.07,1998.0
2247,MLB The Show 18,Sports,E,PS4,Sony Interactive Entertainment,SIE San Diego Studio,,,1.06,0.86,,,0.2,2018.0
2248,Football Manager 2013,Sports,,PC,Sega,Sports Interactive,,,1.06,,0.96,,0.1,2012.0
2249,NBA Street V3,Sports,E,PS2,EA Sports BIG,EA Canada,,,1.06,0.52,0.41,,0.14,2005.0
2250,Worms Armageddon,Strategy,E,PS,Microprose,Team17 Software,,,1.06,0.18,0.81,,0.08,1999.0
2251,Hulk,Action,T,PS2,Universal Interactive,Radical Entertainment,,,1.06,0.52,0.41,,0.14,2003.0
2252,Endless Ocean,Adventure,E,Wii,Nintendo,Arika,6.8,,1.06,0.43,0.46,0.09,0.09,2008.0
2253,NFL Blitz,Sports,E,N64,Midway Games,Midway Games,,,1.06,1.02,0.04,,0.01,1998.0
2254,NFL Quarterback Club 98,Sports,E,N64,Acclaim Entertainment,Iguana Entertainment,,,1.06,1.01,0.05,,0.01,1997.0
2255,Sonic Generations,Platform,E,3DS,Sega,Sonic Team,6.3,,1.06,0.44,0.52,0.01,0.08,2011.0
2258,Aliens vs Predator,Shooter,M,X360,Sega,Rebellion Developments,6.0,,1.06,0.55,0.4,,0.11,2010.0
2259,Warhawk,Shooter,T,PS3,Sony Computer Entertainment,Incognito Entertainment,8.4,,1.06,0.49,0.39,,0.17,2007.0
2260,Spider-Man 2,Platform,E,GBA,Activision,Digital Eclipse,7.0,,1.06,0.76,0.28,,0.02,2004.0
2261,Seek and Destroy,Racing,T,PS2,Conspiracy Entertainment,Barnhouse Effect,5.6,,1.06,0.52,0.4,,0.14,2002.0
2262,Darksiders,Action,M,X360,THQ,Vigil Games,7.8,,1.06,0.67,0.28,0.01,0.1,2010.0
2263,LEGO The Lord of the Rings,Misc,,PS3,Warner Bros. Interactive Entertainment,Unknown,,,1.06,0.37,0.52,,0.16,2012.0
2264,Mercenaries 2: World in Flames,Shooter,T,X360,Electronic Arts,Pandemic Studios,7.1,,1.06,0.65,0.3,0.01,0.1,2008.0
2266,Sega Superstars Tennis,Sports,E10,Wii,Sega,Sumo Digital,7.0,,1.06,0.28,0.65,,0.13,2008.0
2267,Call of Duty 4: Modern Warfare,Shooter,T,DS,Activision,n-Space,7.3,,1.05,0.95,0.02,0.01,0.08,2007.0
2268,DiRT,Racing,E,PS3,Codemasters,Codemasters,8.3,,1.05,0.16,0.66,,0.23,2007.0
2269,Resident Evil: The Darkside Chronicles,Shooter,M,Wii,Capcom,"Cavia, inc.",7.2,,1.05,0.46,0.31,0.2,0.09,2009.0
2271,Dora the Explorer: Dora Saves the Mermaids,Platform,E,DS,2K Play,Black Lantern Studios,,,1.05,0.97,0.01,,0.08,2007.0
2272,Cosmic Ark,Shooter,,2600,Imagic,Imagic,,,1.05,0.99,0.05,,0.01,1982.0
2273,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,Shooter,T,PSP,Sony Computer Entertainment,Zipper Interactive,8.2,,1.05,0.81,0.11,,0.13,2006.0
2274,Disney Infinity,Misc,,PS3,Disney Interactive Studios,Unknown,,,1.05,0.53,0.34,,0.18,2013.0
2275,UFC Undisputed 3,Fighting,,PS3,THQ,Yukie's Osaka,,,1.05,0.55,0.33,0.03,0.14,2012.0
2276,Defender,Shooter,,2600,Atari,Atari,,,1.05,0.99,0.05,,0.01,1981.0
2277,MySims Agents,Adventure,E,Wii,Electronic Arts,EA Redwood Shores,7.5,,1.05,0.63,0.32,0.0,0.1,2009.0
2278,Lego Marvel Super Heroes: Universe in Peril,Action,E10,3DS,Warner Bros. Interactive Entertainment,TT Fusion,,,1.05,0.42,0.5,0.04,0.08,2013.0
2279,Adventure Island,Platform,,NES,Hudson Soft,Hudson Soft / West One,,,1.05,,,1.05,0.0,1988.0
2280,Arc the Lad II,Role-Playing,,PS,Sony Computer Entertainment,ARC Entertainment,,,1.05,,,0.92,0.13,1996.0
2282,Derby Stallion 96,Sports,,SNES,ASCII Entertainment,ASCII Entertainment,,,1.05,,,1.04,0.01,1996.0
2285,Tag Team Match M.U.S.C.L.E.,Fighting,,NES,Bandai,Bandai,,,1.05,,,1.05,0.0,1986.0
2286,Virtua Tennis 3,Sports,E,PS3,Sega,Sega-AM3,,,1.05,0.23,0.58,0.03,0.21,2007.0
2287,NBA 2K3,Sports,E,PS2,Sega,Visual Concepts,,,1.05,0.51,0.4,,0.13,2002.0
2288,The Evil Within 2,Action,M,PS4,Bethesda Softworks,Tango Gameworks,,,1.05,0.31,0.49,0.09,0.15,2017.0
2289,The Simpsons: Road Rage,Racing,T,XB,Electronic Arts,Radical Entertainment,,,1.05,0.78,0.26,,0.01,2001.0
2290,Dave Mirra Freestyle BMX,Sports,E,PS,Acclaim Entertainment,"Z-Axis, Ltd.",7.4,,1.05,0.91,0.11,,0.03,2000.0
2292,Forza Motorsport,Racing,E,XB,Microsoft Game Studios,Turn 10 Studios,9.2,,1.05,0.52,0.51,,0.02,2005.0
2293,Disney Universe,Action,E10,Wii,Disney Interactive Studios,Disney Interactive Studios,,,1.05,0.66,0.28,,0.1,2011.0
2294,Rocksmith 2014,Music,T,PS3,Ubisoft,Ubisoft San Francisco,9.1,,1.05,0.56,0.26,0.05,0.17,2013.0
2295,Imagine: Animal Doctor,Simulation,E,DS,Ubisoft,Virtual Toys / Lexis Numerique,,,1.05,0.45,0.48,,0.11,2007.0
2296,Sonic & SEGA All-Stars Racing,Racing,E,DS,Sega,Sumo Digital,8.3,,1.05,0.43,0.51,,0.11,2010.0
2298,MVP Baseball 2003,Sports,E,PS2,EA Sports,EA Sports,,,1.04,0.51,0.4,,0.13,2003.0
2299,Legacy of Kain: Soul Reaver,Adventure,M,PS,Eidos Interactive,Crystal Dynamics,8.9,,1.04,0.58,0.4,,0.07,1999.0
2300,WWE SmackDown vs. Raw 2010,Fighting,T,X360,THQ,JAKKS Pacific,8.2,,1.04,0.56,0.37,0.01,0.1,2009.0
2301,Sleeping Dogs,Action-Adventure,M,PS3,Square Enix,United Front Games,8.1,,1.04,0.31,0.5,0.05,0.17,2012.0
2302,Tales of Destiny,Role-Playing,T,PS,Namco,Wolfteam,6.2,,1.04,0.09,0.06,0.83,0.07,1998.0
2304,Aliens vs Predator,Shooter,M,PS3,Sega,Rebellion Developments,6.1,,1.04,0.41,0.46,,0.18,2010.0
2305,Prey (2017),Shooter,M,PS4,Bethesda Softworks,Arkane Studios,,,1.04,0.25,0.62,0.02,0.16,2017.0
2306,ATV: Quad Power Racing,Racing,E,PS,Acclaim Entertainment,Climax Group,,,1.04,0.58,0.39,,0.07,2000.0
2307,Mega Man X4,Platform,E,PS,Capcom,Capcom,,,1.04,0.45,0.3,0.22,0.07,1997.0
2308,Naruto: Clash of Ninja 2,Fighting,T,GC,D3 Publisher,8ing/Raizing,7.4,,1.04,0.44,0.12,0.45,0.03,2006.0
2309,Dance Dance Revolution SuperNOVA,Simulation,E10,PS2,Konami,Konami Computer Entertainment Tokyo,,,1.04,0.87,0.03,,0.14,2006.0
2310,Bomberman 64,Puzzle,E,N64,Hudson Soft,Hudson Soft,6.1,,1.04,0.5,0.2,0.31,0.03,1997.0
2311,Jeremy McGrath Supercross 98,Racing,E,PS,Acclaim Entertainment,Acclaim Entertainment,,,1.04,0.91,0.1,,0.03,1998.0
2313,Dance on Broadway,Misc,E10,Wii,Ubisoft,Longtail Studios,,,1.04,0.27,0.65,,0.12,2010.0
2314,WipEout Pure,Racing,E,PSP,Sony Computer Entertainment,Studio Liverpool,9.1,,1.04,0.47,0.34,,0.23,2005.0
2315,LEGO Pirates of the Caribbean: The Video Game,Action,E10,X360,Disney Interactive Studios,Traveller's Tales,7.2,,1.04,0.54,0.4,,0.1,2011.0
2316,Need for Speed: Most Wanted,Racing,T,XB,Electronic Arts,EA Canada,,,1.04,0.53,0.46,,0.05,2005.0
2318,Diablo III: Ultimate Evil Edition,Role-Playing,M,XOne,Blizzard Entertainment,Blizzard Entertainment,,,1.04,0.62,0.32,,0.09,2014.0
2319,MotorStorm: Arctic Edge,Racing,T,PSP,Sony Computer Entertainment,Bigbig Studios,7.7,,1.04,0.16,0.58,0.0,0.3,2009.0
2320,Brink,Shooter,T,X360,Bethesda Softworks,Splash Damage,6.8,,1.04,0.59,0.35,0.01,0.09,2011.0
2321,Disney Infinity 2.0: Marvel Super Heroes,Action-Adventure,E10,PS3,Disney Interactive Studios,Avalanche Software,,,1.04,0.52,0.34,,0.18,2014.0
2322,ZhuZhu Pets,Simulation,E,DS,Activision,Black Lantern Studios,,,1.04,0.68,0.27,,0.09,2010.0
2323,The Simpsons Game,Platform,T,X360,Electronic Arts,EA Redwood Shores,6.9,,1.04,0.54,0.39,,0.11,2007.0
2325,LEGO Indiana Jones: The Original Adventures,Adventure,E10,PS3,LucasArts,Traveller's Tales,7.7,,1.03,0.44,0.43,,0.17,2008.0
2326,Nioh,Action,M,PS4,Sony Interactive Entertainment,Team Ninja,,,1.03,0.34,0.36,0.2,0.14,2017.0
2327,MX vs. ATV Unleashed,Racing,E,PS2,THQ,Rainbow Studios,,,1.03,0.86,0.03,,0.14,2005.0
2328,Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,T,PS3,Ubisoft,Red Storm Entertainment / Ubisoft Paris,,,1.03,0.34,0.48,0.02,0.19,2007.0
2329,Disney Fairies: Tinker Bell and the Lost Treasure,Adventure,E,DS,Disney Interactive Studios,Hyde,,,1.03,0.57,0.35,0.02,0.1,2009.0
2330,FIFA Soccer 08,Sports,E,Wii,EA Sports,EA Canada,,,1.03,0.32,0.59,0.01,0.12,2007.0
2331,Guinness World Records: The Videogame,Action,E10,Wii,Warner Bros. Interactive,Traveller's Tales,,,1.03,0.46,0.47,,0.11,2008.0
2333,NCAA March Madness 2004,Sports,E,PS2,EA Sports,NuFX,,,1.03,0.5,0.39,,0.13,2003.0
2334,Junior Brain Trainer,Misc,E,DS,Take-Two Interactive,Sanuk Games,,,1.03,0.23,0.71,,0.09,2009.0
2335,Bomberman,Puzzle,,NES,Hudson Soft,Hudson Soft,,,1.03,0.18,,0.85,,1989.0
2339,Tomb Raider,Action,T,PC,Eidos Interactive,Core Design Ltd.,8.7,,1.03,0.96,0.07,,,1996.0
2340,Just Dance 2014,Music,E10,X360,Ubisoft,Ubisoft Paris,7.6,,1.03,0.75,0.18,,0.1,2013.0
2341,Sonic Unleashed,Platform,E10,PS3,Sega,Sonic Team,5.3,,1.03,0.56,0.32,0.01,0.14,2008.0
2342,The Elder Scrolls III: Morrowind Game of the Year Edition,Role-Playing,T,XB,Bethesda Softworks,Bethesda Softworks,8.3,,1.03,0.77,0.22,,0.04,2003.0
2343,Dragon Ball Z: Budokai Tenkaichi 3,Fighting,T,Wii,Atari,Spike / Bandai Namco Games,7.5,8.6,1.03,0.32,0.36,0.26,0.08,2007.0
2345,Tiger Woods PGA Tour 08,Sports,E,Wii,Electronic Arts,EA Salt Lake,7.4,,1.02,0.93,0.01,,0.08,2007.0
2346,LEGO Indiana Jones 2: The Adventure Continues,Adventure,E10,X360,LucasArts,Traveller's Tales,,,1.02,0.62,0.31,,0.09,2009.0
2347,Pokemon Conquest,Role-Playing,E,DS,Nintendo,Tecmo Koei Games,,,1.02,0.56,0.05,0.37,0.05,2012.0
2348,Dead Space 3,Shooter,,PS3,Electronic Arts,Visceral Games,,,1.02,0.45,0.4,,0.17,2013.0
2349,LEGO Jurassic World,Action,E10,PS3,Warner Bros. Interactive Entertainment,Traveller's Tales,,,1.02,0.36,0.49,,0.17,2015.0
2350,Shrek 2,Platform,E,GC,Activision,"Luxoflux, Inc.",6.9,,1.02,0.73,0.26,0.01,0.03,2004.0
2351,Petz: Catz 2,Simulation,E,DS,Ubisoft,Yuke's Media Creations,,,1.02,0.51,0.4,,0.11,2007.0
2352,Bulletstorm,Shooter,M,X360,Electronic Arts,People Can Fly,8.5,,1.02,0.61,0.32,0.01,0.08,2011.0
2353,The Lost World: Jurassic Park,Action,T,PS,Electronic Arts,DreamWorks Interactive,,,1.02,0.57,0.39,,0.07,1997.0
2354,Assassin's Creed: Rogue,Action,M,X360,Ubisoft,Ubisoft Sofia,,,1.02,0.59,0.34,,0.09,2014.0
2355,Madden NFL 07,Sports,E,XB,EA Sports,EA Tiburon,8.4,,1.02,0.97,0.03,,0.03,2006.0
2356,Wall-E,Platform,E,Wii,THQ,Heavy Iron Studios,,,1.02,0.51,0.4,,0.11,2008.0
2357,Rock Band 2,Misc,T,Wii,MTV Games,Harmonix Music Systems,9.0,,1.02,0.93,0.01,,0.08,2008.0
2358,Harry Potter and the Prisoner of Azkaban,Adventure,E,PS2,Electronic Arts,Electronic Arts,,,1.02,0.5,0.39,,0.13,2004.0
2359,Naruto: Clash of Ninja Revolution,Fighting,T,Wii,Tomy Corporation,8ting/Raizing,,,1.02,0.44,0.46,,0.11,2007.0
2360,The Elder Scrolls Online,MMO,M,PC,Bethesda Softworks,ZeniMax Online Studios,,,1.02,0.35,0.59,,0.08,2014.0
2361,Pong: The Next Level,Puzzle,E,PS,Hasbro Interactive,Supersonic Software,,,1.01,0.56,0.38,,0.07,1999.0
2362,NBA 2K16,Sports,E10,X360,2K Sports,Visual Concepts,,,1.01,0.86,0.05,,0.11,2015.0
2363,MLB 15: The Show,Sports,E,PS4,Sony Computer Entertainment,SCE San Diego Studio,,,1.01,0.75,0.08,,0.19,2015.0
2364,The Simpsons Game,Platform,T,Wii,Electronic Arts,EA Redwood Shores,,,1.01,0.45,0.46,,0.11,2007.0
2365,Steep,Sports,,PS4,Ubisoft,Ubisoft Annecy,,,1.01,0.23,0.6,0.02,0.15,2016.0
2367,Just Cause 3,Action-Adventure,M,XOne,Square Enix,Avalanche Studios,7.0,,1.01,0.52,0.41,,0.09,2015.0
2368,F1 2012,Racing,E,PS3,Codemasters,Codemasters Birmingham,7.9,,1.01,0.12,0.65,0.05,0.18,2012.0
2369,EyePet,Simulation,E,PS3,Sony Computer Entertainment,SCEE London Studio,6.9,,1.01,0.37,0.52,0.04,0.09,2010.0
2371,Madden NFL 16,Sports,E,X360,EA Sports,EA Tiburon,8.0,,1.01,0.88,0.02,,0.11,2015.0
2372,LEGO Marvel's Avengers,Action,E10,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,,,1.01,0.31,0.53,0.01,0.16,2016.0
2373,Championship Manager 3,Sports,,PC,Eidos Interactive,Sports Interactive,,,1.01,,0.93,,0.08,2003.0
2377,NBA Jam Tournament Edition,Sports,E,SNES,Acclaim Entertainment,Iguana Entertainment,,,1.01,0.87,0.12,,0.02,1995.0
2379,Prince of Persia,Adventure,T,X360,Ubisoft,Ubisoft Montreal,8.2,6.0,1.01,0.54,0.34,0.02,0.1,2008.0
2380,LEGO Jurassic World,Action,E10,X360,Warner Bros. Interactive Entertainment,Traveller's Tales,,,1.01,0.51,0.41,,0.09,2015.0
2381,LEGO Harry Potter: Years 5-7,Action,E10,X360,Warner Bros. Interactive,Traveller's Tales,,,1.01,0.51,0.41,,0.09,2011.0
2382,NBA 2K10,Sports,E,X360,2K Sports,Visual Concepts,8.4,,1.01,0.91,0.02,0.0,0.08,2009.0
2383,Evolve,Shooter,M,PS4,2K Games,Turtle Rock Studios,,,1.01,0.38,0.41,0.05,0.16,2015.0
2385,Far Cry: Primal,Action-Adventure,M,XOne,Ubisoft,Ubisoft Montreal,7.8,,1.0,0.51,0.41,,0.09,2016.0
2386,Ford Racing 2,Racing,E,PS2,Gotham Games,Razorworks Studios,,,1.0,0.49,0.38,,0.13,2003.0
2387,Breath of Fire III,Role-Playing,T,PS,Capcom,Capcom,7.6,,1.0,0.29,0.19,0.46,0.07,1998.0
2388,NERF N-Strike Elite,Shooter,E10,Wii,Electronic Arts,EA Salt Lake,7.5,,1.0,0.93,,,0.07,2009.0
2389,Rayman Origins,Platform,E10,PS3,Ubisoft,Ubisoft,8.5,,1.0,0.33,0.5,0.01,0.16,2011.0
2390,PES 2009: Pro Evolution Soccer,Sports,E,X360,Konami,Konami,,,1.0,0.13,0.76,0.03,0.09,2008.0
2391,Dead or Alive 2,Fighting,,PS2,Tecmo,Team Ninja,,,1.0,0.3,0.24,0.38,0.08,2000.0
2392,UFC Undisputed 3,Fighting,,X360,THQ,Yukie's Osaka,,,1.0,0.72,0.2,0.0,0.08,2012.0
2395,1942,Shooter,,NES,Capcom,Capcom,,,1.0,0.65,0.14,0.21,,1986.0
2402,Excitebike 64,Racing,E,N64,Nintendo,Left Field Productions,8.9,,1.0,0.65,0.15,0.19,0.01,2000.0
2429,SoulCalibur II,Fighting,T,XB,Namco,Namco,,,1.0,0.78,0.18,0.03,0.0,2003.0
2431,Dead Space 3,Shooter,M,X360,Electronic Arts,Visceral Games,,,1.0,0.64,0.27,,0.09,2013.0
2432,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),Sports,E,X360,Konami,Konami Computer Entertainment Tokyo,,,1.0,0.08,0.9,0.02,,2007.0
2433,Road & Track Presents: The Need for Speed,Racing,E,PS,Electronic Arts,EA Canada,,,1.0,0.56,0.38,,0.07,1996.0
2434,NFL GameDay 2001,Sports,E,PS,Sony Computer Entertainment,989 Sports,,,1.0,0.56,0.38,,0.07,2000.0
2435,Tom Clancy's Splinter Cell: Blacklist,Action-Adventure,M,X360,Ubisoft,Ubisoft Toronto,8.4,,1.0,0.57,0.33,0.01,0.09,2013.0
2436,NBA Live 97,Sports,E,PS,EA Sports,Electronic Arts,,,1.0,0.55,0.38,,0.07,1996.0
2437,Dynasty Warriors 3: Xtreme Legends,Action,T,PS2,KOEI,Omega Force,,,1.0,0.13,0.1,0.74,0.03,2003.0
2438,Just Dance 2017,Music,E10,Wii,Ubisoft,Ubisoft Paris,,,1.0,0.4,0.51,,0.08,2016.0
2439,Guitar Hero: Aerosmith,Misc,T,PS3,Activision,Neversoft,,,1.0,0.73,0.15,0.0,0.11,2008.0
2440,Jampack Winter 2000,Misc,T,PS,Sony Computer Entertainment,Sony Computer Entertainment America,,,1.0,0.55,0.38,,0.07,2000.0
2441,NCAA Football 12,Sports,E,X360,EA Sports,EA Tiburon,7.8,,1.0,0.94,,,0.06,2011.0
2442,Ace Combat X: Skies of Deception,Simulation,T,PSP,Namco Bandai,Bandai Namco Games,7.6,,1.0,0.37,0.31,0.12,0.19,2006.0
2443,NFL Fever 2002,Sports,E,XB,Microsoft,Microsoft,,,0.99,0.74,0.21,,0.04,2001.0
2444,Haze,Shooter,M,PS3,Ubisoft,Free Radical Design,5.6,,0.99,0.49,0.33,0.02,0.15,2008.0
2445,The Simpsons: Hit & Run,Racing,T,GC,VU Games,Radical Entertainment,8.2,,0.99,0.77,0.2,,0.03,2003.0
2446,Oddworld: Abe's Exoddus,Platform,T,PS,GT Interactive,Oddworld Inhabitans,8.6,,0.99,0.55,0.38,,0.06,1998.0
2447,Tales of Graces f,Role-Playing,T,PS3,Namco Bandai,Namco Tales Studio,,8.0,0.99,0.28,0.19,0.45,0.07,2012.0
2448,DiRT 2,Racing,T,PS3,Codemasters,Codemasters,8.8,,0.99,0.27,0.53,0.0,0.19,2009.0
2450,The Bouncer,Action,T,PS2,Square,SquareSoft,,,0.99,0.3,0.23,0.38,0.08,2001.0
2451,Apollo Justice: Ace Attorney,Adventure,T,DS,Capcom,Capcom,8.0,,0.99,0.28,0.05,0.64,0.03,2008.0
2452,Rocksmith 2014,Music,T,X360,Ubisoft,Ubisoft San Francisco,8.4,,0.99,0.73,0.16,0.0,0.1,2013.0
2453,Midnight Club: LA Remix,Racing,T,PSP,Rockstar Games,Rockstar London,7.7,,0.99,0.52,0.28,,0.19,2008.0
2454,Shadow The Hedgehog,Platform,E10,GC,Sega,Sonic Team,4.9,,0.99,0.76,0.2,,0.03,2005.0
2455,Dragon Age: Inquisition,Role-Playing,M,XOne,Electronic Arts,BioWare Edmonton,,,0.99,0.63,0.27,0.0,0.09,2014.0
2456,Puzzler Collection,Puzzle,E,DS,Zoo Digital Publishing,Route 1 Games,,,0.99,0.16,0.78,,0.04,2008.0
2458,Cars: Race-O-Rama,Racing,E,Wii,THQ,Rainbow Studios,,,0.99,0.61,0.29,,0.09,2009.0
2459,Army of Two: The 40th Day,Shooter,M,X360,Electronic Arts,EA Montreal,7.1,,0.99,0.65,0.24,0.0,0.09,2010.0
2460,PlayStation All-Stars Battle Royale,Fighting,T,PS3,Sony Computer Entertainment,SuperBot Entertainment,,,0.99,0.5,0.28,0.04,0.16,2012.0
2462,Littlest Pet Shop: Winter,Simulation,E,DS,Electronic Arts,EA Salt Lake,,,0.98,0.58,0.31,,0.1,2008.0
2463,Tom Clancy's Splinter Cell: Blacklist,Action-Adventure,M,PS3,Ubisoft,Ubisoft Toronto,8.3,,0.98,0.34,0.44,0.06,0.15,2013.0
2464,The LEGO Movie Videogame,Action-Adventure,E10,PS3,Warner Bros. Interactive Entertainment,TT Fusion,,,0.98,0.33,0.47,0.03,0.16,2014.0
2465,WWE 2K19,Fighting,,PS4,2K Sports,Visual Concepts,,,0.98,0.36,0.46,,0.16,2018.0
2466,FIFA Soccer 10,Sports,E,Wii,EA Sports,EA Canada,8.3,,0.98,0.23,0.64,,0.11,2009.0
2467,Pro Evolution Soccer 2008,Sports,E,PSP,Konami,Konami,7.8,,0.98,0.02,0.53,0.19,0.25,2008.0
2468,Disney Epic Mickey 2: The Power of Two,Platform,E,Wii,Disney Interactive Studios,Junction Point Studios,,,0.98,0.67,0.22,,0.09,2012.0
2469,Sniper Elite V2,Shooter,M,PS3,505 Games,Rebellion Developments,7.4,,0.98,0.38,0.4,0.06,0.15,2012.0
2470,Zoo Tycoon DS,Strategy,E,DS,THQ,Blue Fang Games,4.6,,0.98,0.86,0.03,0.01,0.07,2005.0
2471,Mario Party Advance,Misc,E,GBA,Nintendo,Hudson Soft,,,0.98,0.5,0.19,0.28,0.02,2005.0
2472,Disney Tangled,Action,E,DS,Disney Interactive Studios,Disney Interactive Studios,,,0.98,0.53,0.37,,0.09,2010.0
2473,Tetris 2,Puzzle,,NES,Nintendo,Nintendo,,,0.98,0.62,0.13,0.21,0.02,1993.0
2474,WWE SmackDown vs Raw 2008,Fighting,T,Wii,THQ,Yuke's Media Creations,,,0.98,0.38,0.5,,0.11,2007.0
2475,NASCAR 99,Racing,E,N64,EA Sports,Stormfront Studios,,,0.98,0.94,0.04,,0.01,1998.0
2476,Air-Sea Battle,Shooter,,2600,Atari,Atari,,,0.98,0.91,0.06,,0.01,1977.0
2477,Wheel of Fortune,Misc,E,Wii,THQ,"Pipeworks Software, Inc.",,,0.98,0.86,0.04,,0.07,2010.0
2478,Suikoden III,Role-Playing,T,PS2,Konami,KCET,8.6,,0.98,0.29,0.23,0.38,0.08,2002.0
2479,Madden NFL 10,Sports,E,PS2,EA Sports,EA Tiburon,,,0.98,0.88,0.0,,0.1,2009.0
2480,Injustice: Gods Among Us Ultimate Edition,Fighting,T,PS4,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,0.98,0.46,0.35,,0.17,2013.0
2481,Fallout 3,Role-Playing,M,PC,Bethesda Softworks,Bethesda Game Studios,9.0,,0.98,0.02,0.88,,0.07,2008.0
2482,The Witcher 2: Assassins of Kings,Role-Playing,M,PC,Atari,CD Projekt Red Studio,8.8,,0.98,0.27,0.56,,0.14,2011.0
2483,Dragon Quest X,MMO,,Wii,Unknown,Square Enix,,,0.97,,,0.97,,2011.0
2484,Madden NFL 08,Sports,E,PS3,EA Sports,EA Tiburon,,,0.97,0.89,0.01,,0.08,2007.0
2485,NCAA Football 06,Sports,E,XB,EA Sports,EA Tiburon,,,0.97,0.73,0.21,,0.03,2005.0
2486,Fire Emblem,Strategy,E,GBA,Nintendo,Intelligent Systems,8.8,,0.97,0.49,0.18,0.29,0.01,2003.0
2487,Dirge of Cerberus: Final Fantasy VII,Shooter,T,PS2,Square Enix,Square Enix,5.8,,0.97,0.46,,0.51,,2006.0
2488,Brutal Legend,Action,M,X360,Electronic Arts,Double Fine Productions,8.5,,0.97,0.62,0.26,,0.09,2009.0
2490,Band Hero,Misc,E10,Wii,Activision,Vicarious Visions,7.4,,0.97,0.59,0.29,,0.09,2009.0
2491,EA Sports UFC 3,Sports,T,PS4,EA Sports,EA Vancouver,,,0.97,0.4,0.41,0.01,0.16,2018.0
2492,NHL 2004,Sports,E,PS2,EA Sports,EA Black Box,,,0.97,0.47,0.37,,0.12,2003.0
2493,Grand Theft Auto: Vice City Stories,Action,M,PS2,Rockstar Games,Rockstar Leeds,,,0.97,0.78,0.03,0.03,0.13,2007.0
2494,Cars,Racing,E,DS,THQ,Helixe,,,0.97,0.85,0.05,,0.07,2006.0
2495,South Park: The Stick of Truth,Role-Playing,M,PS3,Ubisoft,Obsidian Entertainment,,,0.97,0.44,0.36,,0.16,2014.0
2496,FIFA Soccer 2005,Sports,E,XB,EA Sports,EA Canada,,,0.97,0.33,0.6,,0.04,2004.0
2497,Skylanders: Spyro's Adventure,Action,E10,X360,Activision,Toys for Bob,,,0.97,0.53,0.34,,0.1,2011.0
2498,Grand Theft Auto: San Andreas,Action,M,PC,Rockstar Games,Rockstar North,9.4,,0.97,0.0,0.93,,0.04,2005.0
2499,Romancing SaGa,Role-Playing,,SNES,Square,SquareSoft,,,0.97,,,0.97,,1992.0
2500,Donkey Kong Junior,Platform,,2600,Coleco,Nintendo,,,0.97,0.9,0.05,,0.01,1983.0
2501,LEGO Star Wars II: The Original Trilogy,Action,E10,GC,LucasArts,Traveller's Tales,8.4,,0.97,0.75,0.19,,0.03,2006.0
2502,Medal of Honor: Underground,Shooter,T,PS,Electronic Arts,DreamWorks Interactive,,,0.97,0.54,0.37,,0.06,2000.0
2503,Dark Cloud 2,Role-Playing,T,PS2,Sony Computer Entertainment,Level 5,8.6,,0.96,0.38,0.25,0.26,0.07,2003.0
2505,Guitar Hero: Warriors of Rock,Misc,T,Wii,Activision,Vicarious Visions,7.3,,0.96,0.47,0.41,,0.09,2010.0
2506,Jampack Summer '99,Misc,T,PS,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.96,0.54,0.36,,0.06,1999.0
2507,Tom Clancy's Ghost Recon: Future Soldier,Shooter,T,PS3,Ubisoft,Ubisoft Paris,,,0.96,0.41,0.33,0.09,0.13,2012.0
2508,Dance Dance Revolution 2nd ReMIX,Simulation,,PS,Konami,KCET,,,0.96,,,0.9,0.06,1999.0
2509,Star Fox 64 3D,Shooter,E10,3DS,Nintendo,Nintendo EAD,8.0,,0.96,0.48,0.29,0.13,0.07,2011.0
2510,LEGO Pirates of the Caribbean: The Video Game,Action,E10,PS3,Disney Interactive Studios,Traveller's Tales,7.4,,0.96,0.36,0.44,,0.16,2011.0
2511,Sea of Thieves,Action-Adventure,T,XOne,Microsoft Studios,Rare Ltd.,6.9,,0.96,0.6,0.27,,0.09,2018.0
2512,Mortal Kombat Trilogy,Fighting,M,N64,Midway Games,Point of View Inc.,,,0.96,0.72,0.22,,0.02,1996.0
2513,Star Soldier,Shooter,,NES,Taxan,Hudson Soft,,,0.96,0.32,0.06,0.57,0.01,1988.0
2514,de Blob,Platform,E,Wii,THQ,Blue Tongue,8.1,8.0,0.96,0.49,0.37,0.0,0.1,2008.0
2515,Mass Effect 3,Role-Playing,M,PC,Electronic Arts,BioWare,,,0.96,0.4,0.45,,0.11,2012.0
